timestamp,XBTUSDM,XBTUSDM-XBTMU20_arb,XBTUSDM-XBTMM20_arb
2020-05-23 00:00:00,9228.5,-86.0,-16.5
2020-05-23 00:01:00,9230.5,-89.5,-21.5
2020-05-23 00:02:00,9218.0,-86.0,-25.0
2020-05-23 00:03:00,9206.5,-83.5,-16.5
2020-05-23 00:04:00,9201.5,-80.5,-13.5
2020-05-23 00:05:00,9200.5,-80.5,-17.0
2020-05-23 00:06:00,9191.5,-76.0,-16.0
2020-05-23 00:07:00,9199.5,-81.0,-17.0
2020-05-23 00:08:00,9200.5,-78.0,-15.0
2020-05-23 00:09:00,9206.5,-81.5,-16.0
2020-05-23 00:10:00,9209.5,-79.0,-14.0
2020-05-23 00:11:00,9218.5,-82.5,-16.5
2020-05-23 00:12:00,9210.5,-80.0,-16.0
2020-05-23 00:13:00,9207.5,-81.0,-16.0
2020-05-23 00:14:00,9203.5,-83.0,-15.5
2020-05-23 00:15:00,9206.5,-81.0,-20.0
2020-05-23 00:16:00,9200.5,-81.5,-19.0
2020-05-23 00:17:00,9202.5,-82.0,-18.5
2020-05-23 00:18:00,9193.5,-83.0,-16.5
2020-05-23 00:19:00,9192.5,-79.5,-18.0
2020-05-23 00:20:00,9197.5,-80.5,-17.5
2020-05-23 00:21:00,9193.5,-83.5,-16.5
2020-05-23 00:22:00,9202.5,-82.0,-17.5
2020-05-23 00:23:00,9197.5,-81.5,-21.0
2020-05-23 00:24:00,9202.5,-84.0,-16.0
2020-05-23 00:25:00,9204.5,-81.5,-15.0
2020-05-23 00:26:00,9210.5,-82.0,-18.0
2020-05-23 00:27:00,9214.5,-87.5,-20.0
2020-05-23 00:28:00,9214.5,-84.5,-18.0
2020-05-23 00:29:00,9213.5,-83.5,-19.5
2020-05-23 00:30:00,9213.5,-88.0,-19.0
2020-05-23 00:31:00,9208.5,-85.0,-21.5
2020-05-23 00:32:00,9204.5,-86.0,-19.5
2020-05-23 00:33:00,9212.5,-85.0,-19.5
2020-05-23 00:34:00,9206.5,-85.5,-21.5
2020-05-23 00:35:00,9212.5,-81.5,-19.5
2020-05-23 00:36:00,9197.5,-84.5,-22.5
2020-05-23 00:37:00,9200.5,-81.5,-19.5
2020-05-23 00:38:00,9197.5,-82.5,-20.0
2020-05-23 00:39:00,9195.5,-82.0,-17.0
2020-05-23 00:40:00,9196.5,-80.0,-16.0
2020-05-23 00:41:00,9194.5,-83.0,-15.5
2020-05-23 00:42:00,9197.5,-80.5,-16.0
2020-05-23 00:43:00,9190.5,-82.5,-18.0
2020-05-23 00:44:00,9194.5,-84.5,-15.5
2020-05-23 00:45:00,9194.5,-85.5,-15.5
2020-05-23 00:46:00,9202.5,-85.0,-14.5
2020-05-23 00:47:00,9200.5,-85.5,-17.5
2020-05-23 00:48:00,9199.5,-84.0,-17.0
2020-05-23 00:49:00,9203.5,-84.0,-14.5
2020-05-23 00:50:00,9201.5,-86.5,-16.5
2020-05-23 00:51:00,9203.5,-84.0,-16.0
2020-05-23 00:52:00,9220.5,-92.5,-14.5
2020-05-23 00:53:00,9222.5,-86.5,-20.5
2020-05-23 00:54:00,9230.5,-91.5,-22.0
2020-05-23 00:55:00,9230.5,-87.5,-21.5
2020-05-23 00:56:00,9239.5,-91.5,-24.0
2020-05-23 00:57:00,9242.5,-88.5,-24.0
2020-05-23 00:58:00,9240.5,-88.0,-23.5
2020-05-23 00:59:00,9247.5,-88.0,-20.0
2020-05-23 01:00:00,9248.5,-86.5,-19.0
2020-05-23 01:01:00,9247.5,-88.5,-24.0
2020-05-23 01:02:00,9238.5,-86.0,-19.5
2020-05-23 01:03:00,9236.5,-88.5,-21.0
2020-05-23 01:04:00,9239.5,-86.5,-21.5
2020-05-23 01:05:00,9250.5,-86.5,-25.5
2020-05-23 01:06:00,9259.5,-85.0,-20.0
2020-05-23 01:07:00,9255.5,-87.5,-16.5
2020-05-23 01:08:00,9247.5,-89.5,-20.0
2020-05-23 01:09:00,9255.5,-86.0,-19.5
2020-05-23 01:10:00,9255.5,-86.0,-20.5
2020-05-23 01:11:00,9249.5,-87.5,-20.5
2020-05-23 01:12:00,9249.5,-86.5,-20.5
2020-05-23 01:13:00,9245.5,-88.5,-23.5
2020-05-23 01:14:00,9239.5,-87.0,-17.5
2020-05-23 01:15:00,9238.5,-87.5,-22.5
2020-05-23 01:16:00,9232.5,-90.0,-26.0
2020-05-23 01:17:00,9233.5,-86.5,-23.5
2020-05-23 01:18:00,9232.5,-85.0,-23.5
2020-05-23 01:19:00,9225.5,-87.5,-20.0
2020-05-23 01:20:00,9222.5,-90.5,-22.5
2020-05-23 01:21:00,9232.5,-83.5,-19.0
2020-05-23 01:22:00,9225.5,-88.5,-22.0
2020-05-23 01:23:00,9227.5,-87.0,-22.0
2020-05-23 01:24:00,9227.5,-87.0,-22.0
2020-05-23 01:25:00,9219.5,-89.0,-21.5
2020-05-23 01:26:00,9226.5,-88.0,-21.5
2020-05-23 01:27:00,9230.5,-85.0,-18.0
2020-05-23 01:28:00,9229.5,-85.5,-19.0
2020-05-23 01:29:00,9229.5,-86.5,-20.0
2020-05-23 01:30:00,9238.5,-79.0,-17.5
2020-05-23 01:31:00,9236.5,-81.0,-20.5
2020-05-23 01:32:00,9228.5,-84.5,-18.0
2020-05-23 01:33:00,9223.5,-83.0,-19.0
2020-05-23 01:34:00,9209.5,-86.0,-17.0
2020-05-23 01:35:00,9198.5,-86.0,-17.0
2020-05-23 01:36:00,9204.5,-85.5,-20.0
2020-05-23 01:37:00,9199.5,-86.5,-20.5
2020-05-23 01:38:00,9205.5,-82.0,-18.0
2020-05-23 01:39:00,9197.5,-86.0,-19.5
2020-05-23 01:40:00,9200.5,-85.0,-17.5
2020-05-23 01:41:00,9207.5,-85.5,-17.0
2020-05-23 01:42:00,9205.5,-86.5,-19.0
2020-05-23 01:43:00,9208.5,-83.5,-16.0
2020-05-23 01:44:00,9216.5,-80.5,-15.0
2020-05-23 01:45:00,9208.5,-86.0,-18.5
2020-05-23 01:46:00,9213.5,-82.0,-16.0
2020-05-23 01:47:00,9215.5,-81.0,-14.0
2020-05-23 01:48:00,9219.5,-80.0,-17.0
2020-05-23 01:49:00,9203.5,-83.5,-22.5
2020-05-23 01:50:00,9206.5,-83.0,-17.0
2020-05-23 01:51:00,9205.5,-80.5,-15.0
2020-05-23 01:52:00,9201.5,-81.0,-17.0
2020-05-23 01:53:00,9204.5,-83.5,-16.0
2020-05-23 01:54:00,9205.5,-81.5,-15.0
2020-05-23 01:55:00,9202.5,-81.5,-17.5
2020-05-23 01:56:00,9202.5,-80.0,-16.5
2020-05-23 01:57:00,9187.5,-84.0,-19.0
2020-05-23 01:58:00,9192.5,-85.5,-17.5
2020-05-23 01:59:00,9196.5,-85.0,-17.5
2020-05-23 02:00:00,9198.5,-85.5,-18.5
2020-05-23 02:01:00,9204.5,-85.0,-18.5
2020-05-23 02:02:00,9209.5,-83.5,-19.0
2020-05-23 02:03:00,9206.5,-86.5,-20.5
2020-05-23 02:04:00,9205.5,-85.5,-24.5
2020-05-23 02:05:00,9208.5,-85.5,-21.5
2020-05-23 02:06:00,9204.5,-86.5,-25.5
2020-05-23 02:07:00,9202.5,-86.0,-21.5
2020-05-23 02:08:00,9204.5,-86.5,-19.5
2020-05-23 02:09:00,9202.5,-86.0,-21.5
2020-05-23 02:10:00,9204.5,-89.5,-24.5
2020-05-23 02:11:00,9212.5,-84.5,-22.5
2020-05-23 02:12:00,9210.5,-84.0,-19.5
2020-05-23 02:13:00,9210.5,-85.0,-19.0
2020-05-23 02:14:00,9217.5,-81.5,-21.0
2020-05-23 02:15:00,9214.5,-83.0,-21.0
2020-05-23 02:16:00,9213.5,-84.5,-23.0
2020-05-23 02:17:00,9210.5,-85.5,-22.0
2020-05-23 02:18:00,9215.5,-81.0,-20.5
2020-05-23 02:19:00,9206.5,-83.0,-20.0
2020-05-23 02:20:00,9207.5,-83.5,-20.0
2020-05-23 02:21:00,9205.5,-84.0,-20.0
2020-05-23 02:22:00,9215.5,-80.5,-16.5
2020-05-23 02:23:00,9210.5,-83.5,-20.0
2020-05-23 02:24:00,9212.5,-83.0,-19.5
2020-05-23 02:25:00,9211.5,-84.0,-19.5
2020-05-23 02:26:00,9215.5,-80.5,-18.5
2020-05-23 02:27:00,9214.5,-81.5,-17.5
2020-05-23 02:28:00,9218.5,-78.0,-19.5
2020-05-23 02:29:00,9228.5,-69.0,-14.5
2020-05-23 02:30:00,9225.5,-72.0,-17.5
2020-05-23 02:31:00,9219.5,-77.5,-21.5
2020-05-23 02:32:00,9223.5,-74.0,-17.0
2020-05-23 02:33:00,9223.5,-74.0,-18.5
2020-05-23 02:34:00,9221.5,-76.0,-21.0
2020-05-23 02:35:00,9219.5,-78.0,-20.5
2020-05-23 02:36:00,9219.5,-78.0,-21.0
2020-05-23 02:37:00,9219.5,-77.0,-20.5
2020-05-23 02:38:00,9211.5,-82.0,-23.5
2020-05-23 02:39:00,9214.5,-78.5,-17.0
2020-05-23 02:40:00,9207.5,-82.5,-23.5
2020-05-23 02:41:00,9190.5,-80.0,-17.0
2020-05-23 02:42:00,9193.5,-80.5,-17.0
2020-05-23 02:43:00,9199.5,-80.0,-16.0
2020-05-23 02:44:00,9194.5,-80.0,-16.5
2020-05-23 02:45:00,9195.5,-82.0,-16.0
2020-05-23 02:46:00,9194.5,-80.5,-15.0
2020-05-23 02:47:00,9193.5,-82.5,-18.5
2020-05-23 02:48:00,9197.5,-80.0,-15.0
2020-05-23 02:49:00,9193.5,-80.5,-19.5
2020-05-23 02:50:00,9195.5,-79.5,-15.5
2020-05-23 02:51:00,9195.5,-78.0,-15.5
